"","Title","LCCN","Start_Date","End_Date","Town","State"
"2314","The Dalles daily chronicle.","sn85042448",1890-12-15,1899-06-30,"The Dalles","Oregon"
"2315","The Dalles times-mountaineer.","sn93051669",1889-08-31,1899-12-30,"The Dalles","Oregon"
"2316","The Dalles weekly chronicle.","2003260222",1890-12-20,1898-12-31,"The Dalles","Oregon"
"2317","The Douglas independent.","sn93051662",1878-06-15,1884-12-27,"Roseburg","Oregon"
"2318","East Oregonian : E.O.","sn88086023",1904-10-13,1922-12-30,"Pendleton","Oregon"
"2319","The Echo register.","sn96088034",1909-05-28,1909-10-01,"Echo","Oregon"
"2320","Enterprise news-record.","sn96088044",1910-12-31,1911-06-07,"Enterprise","Oregon"
"2321","Evening capital journal.","sn99063952",1888-03-01,1893-06-24,"Salem","Oregon"
"2322","The evening herald.","sn99063812",1908-02-01,1922-12-30,"Klamath Falls","Oregon"
"2323","The gazette-times.","sn97071038",1912-02-22,1922-12-28,"Heppner","Oregon"
"2324","The gazette-times.","sn96088340",1909-07-02,1909-07-02,"Corvallis","Oregon"
"2325","Grants Pass daily courier.","sn96088181",1919-01-02,1919-10-28,"Grants Pass","Oregon"
"2326","Heppner gazette.","sn94049698",1901-03-07,1912-02-15,"Heppner","Oregon"
"2327","The Hood River glacier.","sn97071110",1889-06-08,1922-12-28,"Hood River","Oregon"
"2328","The Hood River sun.","2015260100",1899-09-28,1900-02-08,"Hood River","Oregon"
"2329","Junction City bulletin.","sn97058449",1899-08-04,1901-07-18,"Junction City","Oregon"
"2330","The Lebanon express.","sn97071028",1887-03-05,1897-04-29,"Lebanon","Oregon"
"2331","Liberal Republican.","sn93051637",1872-08-17,1874-04-18,"Dallas","Oregon"
"2332","Lincoln County leader.","sn85033162",1893-03-09,1922-12-28,"Toledo","Oregon"
"2333","The morning Astorian.","sn85042400",1899-09-02,1909-05-19,"Astoria","Oregon"
"2334","The new Northwest.","sn84022673",1871-08-11,1881-04-21,"Portland","Oregon"
"2335","The news=record.","sn96088043",1907-08-31,1910-12-28,"Enterprise","Oregon"
"2336","The Ontario Argus.","sn00063520",1909-06-11,1922-12-28,"Ontario","Oregon"
"2337","The Oregon mist.","2004260421",1891-08-07,1910-07-08,"St. Helens","Oregon"
"2338","Oregon Republican.","sn93051636",1870-03-12,1872-08-03,"Dallas","Oregon"
"2339","Oregon union.","sn85042402",1897-09-03,1899-02-10,"Corvallis","Oregon"
"2340","The Oregon union.","sn96088334",1863-02-28,1863-02-28,"Corvallis","Oregon"
"2341","Polk County observer.","sn96088088",1903-04-10,1917-03-02,"Monmouth","Oregon"
"2342","Rogue River courier.","sn96088281",1900-09-27,1913-12-26,"Grants Pass","Oregon"
"2343","Rogue River courier.","sn96088180",1913-05-09,1918-12-31,"Grants Pass","Oregon"
"2344","Roseburg review.","sn93051663",1885-01-24,1889-09-19,"Roseburg","Oregon"
"2345","Spray courier.","sn97071004",1907-10-19,1916-09-14,"Spray","Oregon"
"2346","St. Helens mist.","2004260419",1914-06-19,1921-04-22,"St. Helens","Oregon"
"2347","St. Johns review.","sn00063676",1904-11-11,1922-12-29,"Saint Johns","Oregon"
"2348","The state rights democrat.","sn84022644",1865-08-21,1900-04-20,"Albany","Oregon"
"2349","The Sumpter miner.","sn96088466",1899-09-13,1905-04-12,"Sumpter","Oregon"
"2350","The times-herald.","sn96088246",1906-01-06,1920-12-25,"Burns","Oregon"
"2351","Toveritar.","2011260133",1915-11-09,1922-12-26,"Astoria","Oregon"
"2352","Tri-weekly Astorian.","sn96061148",1873-07-01,1874-01-31,"Astoria","Oregon"
"2353","Union gazette.","sn93051659",1899-02-17,1900-04-20,"Corvallis","Oregon"
"2356","Wallowa chieftain.","sn94052752",1902-01-02,1909-01-07,"Joseph","Oregon"
"2357","Wallowa County chieftain.","sn96088042",1909-01-14,1910-12-29,"Enterprise","Oregon"
"2358","The Weston leader.","sn94052320",1892-08-12,1921-05-13,"Weston","Oregon"
"2359","Weston weekly leader.","sn94052319",1878-12-21,1890-02-04,"Weston","Oregon"
"2360","The Alleghanian.","sn85054845",1859-09-01,1865-02-16,"Ebensburg","Pennsylvania"
"2361","American citizen.","sn86053370",1863-12-09,1867-12-04,"Butler","Pennsylvania"
"2362","The Bedford gazette.","sn82005159",1854-06-23,1870-04-14,"Bedford","Pennsylvania"
"2363","Bedford inquirer and chronicle.","sn86083444",1855-11-23,1857-11-20,"Bedford","Pennsylvania"
"2364","Bedford inquirer.","sn83032006",1857-11-27,1870-05-13,"Bedford","Pennsylvania"
"2365","The Bloomfield times.","sn84026050",1870-01-04,1874-12-29,"New Bloomfield","Pennsylvania"
"2366","Bloomsburg democrat.","sn85055236",1867-02-27,1868-12-30,"Bloomsburg","Pennsylvania"
"2367","Bradford reporter.","sn84024558",1854-10-28,1867-05-30,"Towanda","Pennsylvania"
"2368","Butler citizen.","sn86071045",1879-09-03,1906-10-25,"Butler","Pennsylvania"
"2369","The Cambria freeman.","sn83032041",1867-04-18,1897-09-10,"Ebensburg","Pennsylvania"
"2370","Cameron County press.","sn83032040",1898-02-17,1911-04-13,"Emporium","Pennsylvania"
"2371","The campaign.","sn85054771",1866-09-21,1866-10-12,"Bloomsburg","Pennsylvania"
"2372","The Carbon advocate.","sn83032231",1873-11-22,1893-11-18,"Lehighton","Pennsylvania"
"2373","Centre Democrat.","sn84009409",1854-04-27,1884-05-15,"Bellefonte","Pennsylvania"
"2374","Centre Hall reporter.","sn85054524",1871-01-06,1871-10-20,"Centre Hall","Pennsylvania"
"2375","The Centre reporter.","sn83032058",1871-10-27,1879-12-25,"Centre Hall","Pennsylvania"
"2376","The citizen.","sn87078082",1908-10-02,1913-12-30,"Honesdale","Pennsylvania"
"2377","Clearfield Republican.","sn83032199",1854-08-02,1881-12-07,"Clearfield","Pennsylvania"
"2378","Columbia Democrat and Bloomsburg general advertiser.","sn85025181",1857-03-14,1866-02-24,"Bloomsburg","Pennsylvania"
"2379","Columbia democrat and star of the north.","sn85054828",1866-02-28,1867-02-20,"Bloomsburg","Pennsylvania"
"2380","The Columbia Democrat.","sn85025180",1837-04-29,1849-12-29,"Bloomsburg","Pennsylvania"
"2381","The Columbian.","sn83032011",1866-05-05,1910-03-17,"Bloomsburg","Pennsylvania"
"2382","Danville intelligencer.","sn86053369",1904-06-17,1907-03-15,"Danville","Pennsylvania"
"2383","Democrat and sentinel.","sn86071378",1853-08-26,1866-12-20,"Ebensburg","Pennsylvania"
"2384","The Ebensburg Alleghanian.","sn85054846",1865-06-29,1869-08-19,"Ebensburg","Pennsylvania"
"2385","The Elk advocate.","sn87079926",1864-01-07,1868-10-30,"Ridgway","Pennsylvania"
"2386","The Elk County advocate.","sn84026259",1868-11-20,1882-12-28,"Ridgway","Pennsylvania"
"2387","The evening herald.","sn87078000",1891-05-23,1899-12-30,"Shenandoah","Pennsylvania"
"2388","Evening public ledger.","sn83045211",1914-09-14,1922-12-30,"Philadelphia","Pennsylvania"
"2389","The evening telegraph.","sn83025925",1864-07-01,1871-06-30,"Philadelphia","Pennsylvania"
"2390","Fest-Zeitung.","sn87078403",1884-09-22,1884-09-22,"Scranton","Pennsylvania"
"2391","The Forest Republican.","sn84026497",1870-10-11,1914-09-30,"Tionesta","Pennsylvania"
"2392","Freeland tribune.","sn87080287",1889-06-27,1903-06-29,"Freeland","Pennsylvania"
"2393","Der friedens=bote und Lecha, Northampton, Bucks, Berks und Montgomery Caunties Anzeiger.","sn89077900",1840-07-15,1840-07-15,"Allentaun","Pennsylvania"
"2394","The Fulton County news.","sn86081889",1899-09-21,1918-12-26,"McConnellsburg","Pennsylvania"
"2395","Gazette of the United States & evening advertiser.","sn83025878",1794-01-01,1794-06-11,"Philadelphia","Pennsylvania"
"2396","Gazette of the United States and daily evening advertiser.","sn84026271",1794-06-12,1795-06-30,"Philadelphia","Pennsylvania"
"2397","Gazette of the United States, & daily advertiser.","sn84026272",1800-07-01,1800-12-30,"Philadelphia","Pennsylvania"
"2398","Gazette of the United States, & Philadelphia daily advertiser.","sn83025881",1796-07-01,1800-05-07,"Philadelphia","Pennsylvania"
"2399","Gazette of the United States.","sn84026273",1795-07-08,1796-06-30,"Philadelphia","Pennsylvania"
"2400","Gazette of the United-States.","sn83030483",1789-04-15,1793-09-18,"Philadelphia","Pennsylvania"
"2401","The Greene County Republican.","sn86081582",1863-08-11,1867-07-03,"Waynesburg","Pennsylvania"
"2403","Harrisburg telegraph.","sn85038411",1914-01-01,1919-12-31,"Harrisburg","Pennsylvania"
"2404","The Honesdale citizen.","sn86053536",1908-07-02,1908-09-24,"Honesdale","Pennsylvania"
"2405","Jeffersonian Republican.","sn86053954",1840-01-15,1853-04-28,"Stroudsburg","Pennsylvania"
"2406","The Jeffersonian.","sn84026399",1853-05-05,1877-03-22,"Stroudsburg","Pennsylvania"
"2407","Johnstown weekly Democrat.","sn86083274",1889-07-05,1890-06-27,"Johnstown","Pennsylvania"
"2408","Juniata sentinel and Republican.","sn86053634",1873-10-22,1900-12-19,"Mifflintown","Pennsylvania"
"2409","Juniata sentinel.","sn84026118",1864-10-26,1873-10-08,"Mifflintown","Pennsylvania"
"2410","Lancaster daily intelligencer.","sn83032300",1880-01-01,1890-08-01,"Lancaster","Pennsylvania"
"2411","Der Lecha Caunty patriot.","sn88080711",1859-04-20,1869-04-20,"Allentaun","Pennsylvania"
"2412","Der Lecha Patriot und Northampton Caunty wöchentlicher Anzeiger.","sn86071312",1838-10-17,1839-01-16,"Allentaun","Pennsylvania"
"2413","Der Lecha Patriot und Northampton Demokrat.","sn86071313",1839-01-23,1848-05-29,"Allentaun","Pennsylvania"
"2414","Der lecha patriot.","sn86071314",1848-08-07,1859-03-16,"Allentaun","Pennsylvania"
"2415","Lewisburg chronicle, and the West Branch farmer.","sn85055199",1849-09-05,1849-12-26,"Lewisburg","Pennsylvania"
"2416","Lewisburg chronicle, and West Branch farmer.","sn86083440",1850-01-02,1850-03-27,"Lewisburg","Pennsylvania"
"2417","Lewisburg chronicle.","sn85055197",1850-04-03,1859-04-29,"Lewisburg","Pennsylvania"
"2418","Lewistown gazette.","sn83032276",1849-05-05,1867-10-23,"Lewistown","Pennsylvania"
"2419","La libera parola.","sn85055164",1918-04-20,1922-12-23,"Philadelphia","Pennsylvania"
"2420","Der liberale beobachter und Berks, Montgomery und Schuylkill Caunties allgemeine anzeiger.","sn87052123",1839-09-10,1851-09-02,"Reading","Pennsylvania"
"2421","The Middleburgh post.","sn86081895",1883-03-08,1903-12-24,"Middleburgh","Pennsylvania"
"2422","Millheim Journal.","sn83008556",1877-01-04,1887-12-22,"Millheim","Pennsylvania"
"2423","Montour American.","sn86083264",1900-07-05,1910-12-29,"Danville","Pennsylvania"
"2424","The mountain sentinel.","sn86071377",1849-04-12,1853-08-11,"Ebensburg","Pennsylvania"
"2425","National gazette.","sn83025887",1791-10-31,1793-10-26,"Philadelphia","Pennsylvania"
"2426","The New Bloomfield, Pa. times.","sn90069164",1877-01-02,1881-12-27,"New Bloomfield","Pennsylvania"
"2427","North Branch democrat.","sn86081912",1862-08-13,1867-07-31,"Tunkhannock","Pennsylvania"
"2428","The patriot.","sn85054967",1914-08-08,1921-10-22,"Indiana","Pennsylvania"
"2429","Pennsylvanische Staats zeitung.","sn84026721",1866-06-28,1877-08-02,"Harrisburg","Pennsylvania"
"2430","The people's journal.","sn83032194",1857-05-21,1857-05-21,"Coudersport","Pennsylvania"
"2431","The Petroleum Centre daily record.","sn84026005",1869-01-02,1873-11-17,"Petroleum Center","Pennsylvania"
"2432","Pike County press.","sn87080417",1895-11-01,1910-12-30,"Milford","Pennsylvania"
"2433","Pittsburg dispatch.","sn84024546",1889-01-01,1892-12-31,"Pittsburg","Pennsylvania"
"2434","The post.","sn84026106",1870-02-10,1883-01-25,"Middleburg","Pennsylvania"
"2435","The Potter journal and news item.","sn83032195",1872-12-20,1874-02-18,"Coudersport","Pennsylvania"
"2436","The Potter journal.","sn86081096",1857-05-28,1867-04-18,"Coudersport","Pennsylvania"
"2437","Raftsman's journal.","sn85054616",1854-06-15,1871-08-23,"Clearfield","Pennsylvania"
"2438","La ragione.","sn84037024",1917-04-25,1917-08-23,"Philadelphia","Pennsylvania"
"2439","La rassegna.","sn84037025",1917-04-07,1917-08-25,"Philadelphia","Pennsylvania"
"2440","Republican news item.","sn86081854",1898-01-06,1912-12-20,"Laport","Pennsylvania"
"2441","The Scranton tribune.","sn84026355",1894-01-01,1902-12-31,"Scranton","Pennsylvania"
"2442","Scranton Wochenblatt.","sn86053936",1869-01-07,1918-08-29,"Scranton","Pennsylvania"
"2443","The Somerset herald and farmers' and mechanics' register.","sn83025917",1845-12-02,1847-11-16,"Somerset","Pennsylvania"
"2444","Somerset herald.","sn86082043",1889-05-30,1889-06-09,"Somerset","Pennsylvania"
"2445","The Somerset herald.","sn84026409",1872-06-05,1900-06-13,"Somerset","Pennsylvania"
"2446","The star of the north.","sn85025182",1850-01-17,1866-02-21,"Bloomsburg","Pennsylvania"
"2447","The star-independent.","sn86081330",1914-10-07,1915-05-28,"Harrisburg","Pennsylvania"
"2448","The star.","sn87078321",1892-05-11,1910-12-28,"Reynoldsville","Pennsylvania"
"2449","Sullivan republican.","sn86081853",1889-06-28,1896-03-27,"Laporte","Pennsylvania"
"2450","Sunbury American and Shamokin journal.","sn85054702",1840-09-12,1848-03-18,"Sunbury","Pennsylvania"
"2451","Sunbury American.","sn84026403",1848-04-01,1876-04-07,"Sunbury","Pennsylvania"
"2452","Towanda daily review.","sn86081381",1879-12-13,1881-12-31,"Towanda","Pennsylvania"
"2453","Union County star and Lewisburg chronicle.","sn85038443",1859-05-06,1864-12-30,"Lewisburg","Pennsylvania"
"2454","The Waynesburg Republican.","sn81004761",1867-07-24,1869-04-14,"Waynesburg","Pennsylvania"
"2455","Wyoming democrat.","sn84026601",1867-08-07,1869-04-28,"Tunkhannock","Pennsylvania"
"2456","Zajedničar = Fraternalist.","sn84024547",1954-01-06,1959-12-30,"Allegheny","Pennsylvania"
"2458","Boletín mercantil de Puerto Rico.","sn91099739",1871-01-01,1915-04-30,"San Juan","Puerto Rico"
"2459","La correspondencia de Puerto Rico.","sn91099747",1890-12-25,1910-12-31,"San Juan","Puerto Rico"
"2460","La democracia.","sn90070270",1891-07-07,1907-12-31,"Ponce","Puerto Rico"
"2461","Gazeta de Puerto-Rico.","2013201074",1836-01-02,1902-09-30,"San Juan","Puerto Rico"
"2462","The Abbeville banner.","sn85026945",1847-03-03,1869-09-29,"Abbeville","South Carolina"
"2463","The Abbeville bulletin.","sn93067670",1865-08-10,1865-08-31,"Abbeville","South Carolina"
"2464","The Abbeville messenger.","sn93067668",1884-10-01,1887-02-08,"Abbeville","South Carolina"
"2465","The Abbeville press and banner.","sn84026853",1869-10-01,1922-12-29,"Abbeville","South Carolina"
"2466","Abbeville press.","sn85042527",1860-11-09,1869-09-24,"Abbeville","South Carolina"
"2467","The Afro-American citizen.","sn83025782",1900-01-17,1900-01-17,"Charleston","South Carolina"
"2468","The Anderson daily intelligencer.","sn93067669",1914-01-13,1915-05-02,"Anderson","South Carolina"
"2469","The Anderson intelligencer.","sn84026965",1860-08-14,1906-08-08,"Anderson Court House","South Carolina"
"2470","The Anderson intelligencer.","sn93067658",1914-03-24,1915-03-23,"Anderson","South Carolina"
"2471","The Bamberg herald.","sn86063790",1899-07-13,1922-12-28,"Bamberg","South Carolina"
"2472","The banner.","sn85026944",1846-02-18,1847-02-24,"Abbeville","South Carolina"
"2473","The Batesburg advocate.","sn92065508",1901-01-16,1911-10-27,"Batesburg","South Carolina"
"2474","The Beaufort Republican and Sea Island chronicle.","sn92061879",1870-05-21,1870-05-21,"Beaufort","South Carolina"
"2475","Beaufort Republican.","sn84026857",1871-10-12,1873-10-16,"Beaufort","South Carolina"
"2476","The Beaufort tribune and Port Royal commercial.","sn92065401",1877-01-04,1877-12-27,"Beaufort","South Carolina"
"2477","Camden commercial courier.","sn92065563",1837-05-06,1838-06-16,"Camden","South Carolina"
"2478","The Camden confederate.","sn85042595",1861-11-01,1865-02-08,"Camden","South Carolina"
"2479","The Camden daily journal.","sn84027852",1864-07-02,1864-12-29,"Camden","South Carolina"
"2480","Camden journal.","sn93067980",1852-01-23,1852-12-28,"Camden","South Carolina"
"2481","The Camden journal.","sn93068003",1864-01-01,1864-06-17,"Camden","South Carolina"
"2482","The Camden journal.","sn85042796",1836-01-23,1851-01-28,"Camden","South Carolina"
"2483","The Camden journal.","sn86053067",1866-10-05,1891-01-08,"Camden","South Carolina"
"2484","The Camden weekly journal.","sn84027851",1853-01-04,1861-05-07,"Camden","South Carolina"
"2485","The Camden weekly journal.","sn93067997",1865-09-08,1866-07-27,"Camden","South Carolina"
"2486","The Carolina Spartan.","sn93067884",1901-10-09,1902-04-30,"Spartanburg","South Carolina"
"2487","The Carolina Spartan.","sn83025802",1856-03-20,1894-05-16,"Spartanburg","South Carolina"
"2488","The Charleston advocate.","sn83025784",1867-02-23,1868-12-05,"Charleston","South Carolina"
"2489","The Charleston daily news.","sn84026994",1865-08-21,1873-04-05,"Charleston","South Carolina"
"2490","Cheraw chronicle.","sn86063782",1905-03-30,1922-07-06,"Cheraw","South Carolina"
"2491","Cheraw gazette and Pee Dee farmer.","sn88084131",1838-11-21,1839-11-08,"Cheraw S.C.","South Carolina"
"2492","Cheraw gazette.","sn88084121",1836-01-05,1837-11-08,"Cheraw","South Carolina"
"2493","Cheraw gazette.","sn85042736",1851-09-23,1859-08-24,"Cheraw","South Carolina"
"2494","The Chesterfield advertiser.","sn93067951",1892-09-08,1922-12-28,"Chesterfield C.H.","South Carolina"
"2495","The Columbia daily phoenix.","sn84027007",1865-05-15,1865-07-29,"Columbia","South Carolina"
"2496","Columbia phoenix.","sn84027006",1865-04-10,1865-05-13,"Columbia","South Carolina"
"2497","Columbia phoenix.","sn84027004",1865-03-21,1865-04-08,"Columbia","South Carolina"
"2498","The county record.","sn93067841",1897-04-15,1922-12-28,"Kingstree","South Carolina"
"2499","The crescent.","sn92065409",1879-09-11,1879-09-11,"Beaufort","South Carolina"
"2500","The daily herald bulletin.","2012218731",1879-10-22,1879-10-24,"Newberry","South Carolina"
"2501","The daily news.","sn92065574",1865-02-13,1865-02-18,"Winnsboro","South Carolina"
"2502","The daily phoenix.","sn84027008",1865-07-31,1877-10-02,"Columbia","South Carolina"
"2503","The Dillon herald.","sn86063774",1909-01-28,1921-12-08,"Dillon","South Carolina"
"2504","The dispatch-news.","sn86063761",1919-11-12,1922-12-27,"Lexington","South Carolina"
"2505","The Easley messenger.","sn93067656",1883-10-12,1884-10-03,"Easley","South Carolina"
"2506","Edgefield advertiser.","sn84026897",1836-02-18,1922-12-20,"Edgefield","South Carolina"
"2507","The Fairfield courier.","sn92065578",1865-03-23,1865-03-23,"Winnsboro","South Carolina"
"2508","The Fairfield herald.","sn84026923",1849-11-24,1876-10-05,"Winnsboro","South Carolina"
"2509","The Fairfield news and herald.","2012218613",1881-10-05,1900-12-19,"Winnsboro","South Carolina"
"2510","Farmers' gazette, and Cheraw advertiser.","sn85042795",1839-11-15,1843-02-21,"Cheraw","South Carolina"
"2511","Farmers' gazette.","2015226296",1844-09-24,1845-01-28,"Cheraw","South Carolina"
"2512","The Fort Mill news.","sn93067905",1891-09-02,1892-06-15,"Fort Mill","South Carolina"
"2513","Fort Mill times.","sn86063778",1900-03-21,1922-12-21,"Fort Mill","South Carolina"
"2514","The free citizen.","sn92065529",1875-03-06,1876-05-27,"Orangeburg","South Carolina"
"2515","The free press.","sn83025795",1868-04-05,1868-04-11,"Charleston","South Carolina"
"2516","The free South.","sn84026962",1863-01-17,1864-11-19,"Beaufort","South Carolina"
"2517","The Georgetown planet.","sn83025798",1873-05-31,1873-05-31,"Georgetown","South Carolina"
"2518","The Greenville enterprise.","sn83025799",1870-02-09,1872-12-25,"Greenville","South Carolina"
"2519","The herald and news.","sn86063758",1903-10-20,1922-12-29,"Newberry S.C.","South Carolina"
"2520","The independent press.","sn93067882",1854-06-03,1860-11-02,"Abbeville C.H.","South Carolina"
"2521","The intelligencer.","2010218505",1915-05-04,1916-06-30,"Anderson","South Carolina"
"2522","Journal and confederate.","sn92065487",1865-03-10,1865-05-26,"Camden","South Carolina"
"2523","The journal and the Carolina Spartan.","sn93067901",1917-02-02,1917-02-02,"Spartanburg","South Carolina"
"2524","Keowee courier.","sn84026912",1849-05-18,1922-12-27,"Pickens Court House","South Carolina"
"2525","Lancaster enterprise.","sn93067757",1897-04-14,1904-03-16,"Lancaster","South Carolina"
"2526","The Lancaster ledger.","sn84026900",1852-02-12,1905-09-30,"Lancaster","South Carolina"
"2527","The Lancaster news.","sn83007465",1905-10-04,1922-03-17,"Lancaster","South Carolina"
"2528","The Laurens advertiser.","sn93067760",1885-08-19,1922-12-27,"Laurens","South Carolina"
"2529","Lexington dispatch-news.","sn92065503",1917-06-13,1919-11-05,"Lexington","South Carolina"
"2530","The Lexington dispatch.","sn84026907",1873-07-16,1916-09-20,"Lexington","South Carolina"
"2531","The Manning times.","sn86063760",1885-10-07,1922-12-27,"Manning","South Carolina"
"2532","The Marlboro democrat.","2011218518",1911-10-20,1911-10-27,"Bennettsville","South Carolina"
"2533","The Marlboro democrat.","sn92065637",1885-02-25,1908-08-21,"Bennettsville","South Carolina"
"2534","Missionary record.","sn83025781",1873-07-05,1876-04-01,"Charleston","South Carolina"
"2535","The new South.","sn83025760",1862-03-15,1866-09-29,"Port Royal","South Carolina"
"2536","The Newberry herald and news.","sn93067777",1884-08-28,1903-10-16,"Newberry","South Carolina"
"2537","The Newberry herald.","sn84026909",1865-08-30,1884-08-21,"Newberry","South Carolina"
"2538","The Newberry weekly herald.","2012218730",1865-07-12,1865-08-23,"Newberry Court House","South Carolina"
"2539","The news and herald.","sn93067705",1877-02-01,1900-12-29,"Winnsboro","South Carolina"
"2540","The news and herald.","2012218612",1901-01-04,1922-12-21,"Winnsboro","South Carolina"
"2541","The news and herald.","sn86063744",1876-10-12,1881-05-11,"Winnsboro","South Carolina"
"2542","The Orangeburg democrat.","sn93067822",1879-01-03,1880-12-17,"Orangeburg","South Carolina"
"2543","Orangeburg news and times.","sn86053227",1875-04-03,1877-09-22,"Orangeburg","South Carolina"
"2544","The Orangeburg news.","sn84026920",1867-03-09,1875-03-06,"Orangeburg","South Carolina"
"2545","Orangeburg times.","sn93067804",1877-10-06,1881-09-22,"Orangeburg Court House","South Carolina"
"2546","Orangeburg times.","sn93067790",1872-02-14,1875-03-11,"Orangeburg","South Carolina"
"2547","The Pageland journal.","sn86063754",1914-01-13,1922-11-29,"Pageland","South Carolina"
"2548","The palmetto herald.","sn84027012",1864-03-17,1864-12-29,"Port Royal","South Carolina"
"2549","The people's journal.","sn93067634",1891-03-12,1903-04-09,"Pickens","South Carolina"
"2550","The people's recorder.","sn83025797",1898-03-19,1909-09-11,"Columbia","South Carolina"
"2551","The Pickens sentinel-journal.","2012218673",1909-02-25,1911-09-21,"Pickens","South Carolina"
"2552","The Pickens sentinel-journal.","sn93067659",1903-04-23,1906-10-27,"Pickens","South Carolina"
"2553","The Pickens sentinel.","sn93067671",1911-09-28,1922-12-28,"Pickens","South Carolina"
"2554","The Pickens sentinel.","sn84026913",1873-03-06,1894-09-13,"Pickens","South Carolina"
"2555","Port Royal commercial and Beaufort County Republican.","sn85042524",1873-10-23,1874-04-30,"Port Royal","South Carolina"
"2556","Port Royal standard and commercial.","sn85026954",1874-08-20,1876-12-28,"Beaufort","South Carolina"
"2557","The Rock Hill messenger.","sn83025796",1900-01-26,1900-01-26,"Rock Hill","South Carolina"
"2558","Semi-weekly Camden journal.","sn93067976",1851-01-31,1852-01-20,"Camden","South Carolina"
"2559","The sentinel-journal.","2012218672",1906-11-03,1909-02-11,"Pickens","South Carolina"
"2560","South Carolina leader.","sn83025783",1865-10-07,1867-03-23,"Charleston","South Carolina"
"2561","The southern enterprise.","sn85027003",1854-05-19,1870-02-02,"Greenville","South Carolina"
"2562","The Southern indicator.","sn83025803",1913-02-15,1922-08-12,"Columbia","South Carolina"
"2563","The Spartan.","sn86071065",1844-07-17,1849-06-28,"Spartanburg","South Carolina"
"2564","The Spartan.","sn93067849",1896-01-08,1898-02-16,"Spartanburg","South Carolina"
"2565","Spartanburg journal.","sn93067863",1902-05-09,1906-09-06,"Spartanburg","South Carolina"
"2566","Straight-out democrat.","sn92065612",1878-06-28,1878-06-28,"Columbia","South Carolina"
"2567","The Sumter banner.","sn86053240",1846-11-06,1855-05-23,"Sumterville","South Carolina"
"2568","The Sumter watchman.","sn84026917",1870-01-05,1872-12-25,"Sumterville","South Carolina"
"2569","The times and democrat.","sn86063756",1883-04-26,1911-12-30,"Orangeburg","South Carolina"
"2570","The tri-weekly herald.","sn86053216",1865-03-21,1865-05-31,"Newberry","South Carolina"
"2571","The tri-weekly journal.","2015226274",1865-05-29,1865-06-30,"Camden","South Carolina"
"2572","The tri-weekly journal.","sn85038608",1865-01-02,1865-02-17,"Camden","South Carolina"
"2573","The tri-weekly news.","sn84026922",1865-03-25,1872-08-17,"Winnsboro","South Carolina"
"2574","Tri-weekly phoenix.","sn84027005",1871-12-09,1875-05-18,"Columbia","South Carolina"
"2575","The tribune.","sn85042623",1874-11-25,1876-12-20,"Beaufort","South Carolina"
"2576","The Union daily times.","sn86071063",1918-12-14,1922-12-30,"Union","South Carolina"
"2577","The Union times.","2014226285",1917-10-24,1918-03-19,"Union","South Carolina"
"2578","The Union times.","sn93067853",1894-09-07,1918-07-11,"Union","South Carolina"
"2579","The watchman and southron.","sn93067846",1881-08-02,1922-12-30,"Sumter","South Carolina"
"2580","The weekly herald.","2012218729",1865-06-07,1865-07-05,"Newberry Court House","South Carolina"
"2581","The weekly journal.","sn93067983",1865-07-07,1865-09-01,"Camden","South Carolina"
"2582","The weekly Union times.","sn84026918",1873-06-13,1894-08-31,"Union C.H.","South Carolina"
"2583","Yorkville enquirer.","sn84026925",1855-04-05,1922-12-29,"Yorkville","South Carolina"
"2584","The Aberdeen Democrat.","sn98069055",1902-10-24,1909-04-09,"Aberdeen","South Dakota"
"2585","The advance.","sn00065153",1890-03-21,1890-04-04,"Milbank","South Dakota"
"2586","The Bad River news.","sn95076628",1906-11-15,1912-06-27,"Philip","South Dakota"
"2587","The Black Hills union and western stock review.","sn97065835",1904-02-26,1911-06-30,"Rapid City","South Dakota"
"2588","The Black Hills union.","sn97065832",1889-08-02,1904-02-12,"Rapid City","South Dakota"
"2589","The Canton advocate. [volume] (Canton, D.T.","sn83025440",1877-05-23,1888-04-05,"Canton","South Dakota"
"2590","Canton daily leader.","2013271052",1896-10-31,1896-11-02,"Canton","South Dakota"
"2591","The Charles Mix new era.","sn99067984",1905-03-03,1911-02-24,"Wagner","South Dakota"
"2592","The citizen-Republican.","sn99062010",1903-10-08,1921-06-30,"Scotland","South Dakota"
"2593","The daily courier.","2018270509",1890-09-25,1890-09-26,"Elk Point","South Dakota"
"2594","The daily Dakota farmers' leader.","2013271053",1890-09-10,1890-09-13,"Canton","South Dakota"
"2595","Daily press and Dakotaian.","sn84022144",1875-11-05,1880-04-24,"Yankton","South Dakota"
"2596","Dakota farmers' advocate.","sn00065126",1890-07-11,1890-08-15,"Canton","South Dakota"
"2597","Dakota farmers' leader.","sn00065127",1890-08-29,1916-06-30,"Canton","South Dakota"
"2598","Deutscher herold.","sn98069091",1907-09-05,1918-06-27,"Sioux Falls","South Dakota"
"2599","Dewey County advocate.","sn95076637",1910-10-14,1913-09-26,"Timber Lake","South Dakota"
"2600","Forest City press.","sn93057084",1903-10-01,1919-06-26,"Forest City","South Dakota"
"2601","The Grant County herald.","sn00065151",1879-08-23,1883-03-30,"Big Stone City","South Dakota"
